applicant_id,predicted_prob_default,credit_score,score_band,recommended_action
5874,0.1064,549,Very High Risk,Decline
5875,0.1711,533,Very High Risk,Decline
5876,0.0307,587,High Risk,Decline
5877,0.7804,451,Very High Risk,Decline
5878,0.2584,518,Very High Risk,Decline
5879,0.315,510,Very High Risk,Decline
5880,0.7416,457,Very High Risk,Decline
5881,0.5413,482,Very High Risk,Decline
5882,0.1173,545,Very High Risk,Decline
5883,0.9865,363,Very High Risk,Decline
5884,0.2743,515,Very High Risk,Decline
5885,0.2286,522,Very High Risk,Decline
5886,0.1793,531,Very High Risk,Decline
5887,0.1973,528,Very High Risk,Decline
5888,0.1626,534,Very High Risk,Decline
5889,0.1628,534,Very High Risk,Decline
5890,0.0819,557,Very High Risk,Decline
5891,0.5925,476,Very High Risk,Decline
5892,0.9531,400,Very High Risk,Decline
5893,0.233,522,Very High Risk,Decline
5894,0.509,486,Very High Risk,Decline
5895,0.5545,481,Very High Risk,Decline
5896,0.8355,440,Very High Risk,Decline
5897,0.1404,539,Very High Risk,Decline
5898,0.2639,517,Very High Risk,Decline
5899,0.0643,564,Very High Risk,Decline
5900,0.8423,439,Very High Risk,Decline
5901,0.3092,510,Very High Risk,Decline
5902,0.3218,509,Very High Risk,Decline
5903,0.6331,471,Very High Risk,Decline
5904,0.4073,498,Very High Risk,Decline
5905,0.1549,536,Very High Risk,Decline
5906,0.8688,433,Very High Risk,Decline
5907,0.1266,543,Very High Risk,Decline
5908,0.1214,544,Very High Risk,Decline
5909,0.0422,577,Very High Risk,Decline
5910,0.2791,514,Very High Risk,Decline
5911,0.1413,539,Very High Risk,Decline
5912,0.0841,556,Very High Risk,Decline
5913,0.4755,490,Very High Risk,Decline
5914,0.4138,497,Very High Risk,Decline
5915,0.8261,442,Very High Risk,Decline
5916,0.1168,545,Very High Risk,Decline
5917,0.3622,503,Very High Risk,Decline
5918,0.0846,556,Very High Risk,Decline
5919,0.2518,519,Very High Risk,Decline
5920,0.1468,538,Very High Risk,Decline
5921,0.488,489,Very High Risk,Decline
5922,0.486,489,Very High Risk,Decline
5923,0.2346,521,Very High Risk,Decline
5924,0.0698,562,Very High Risk,Decline
5925,0.89,427,Very High Risk,Decline
5926,0.5315,483,Very High Risk,Decline
5927,0.0654,564,Very High Risk,Decline
5928,0.3781,501,Very High Risk,Decline
5929,0.13,542,Very High Risk,Decline
5930,0.2157,524,Very High Risk,Decline
5931,0.0632,565,Very High Risk,Decline
5932,0.2244,523,Very High Risk,Decline
5933,0.0462,574,Very High Risk,Decline
5934,0.9473,404,Very High Risk,Decline
5935,0.7359,458,Very High Risk,Decline
5936,0.4857,489,Very High Risk,Decline
5937,0.5928,476,Very High Risk,Decline
5938,0.1312,542,Very High Risk,Decline
5939,0.109,548,Very High Risk,Decline
5940,0.3926,500,Very High Risk,Decline
5941,0.1215,544,Very High Risk,Decline
5942,0.6384,471,Very High Risk,Decline
5943,0.2791,515,Very High Risk,Decline
5944,0.1476,538,Very High Risk,Decline
5945,0.2575,518,Very High Risk,Decline
5946,0.1676,533,Very High Risk,Decline
5947,0.1354,541,Very High Risk,Decline
5948,0.0864,555,Very High Risk,Decline
5949,0.175,532,Very High Risk,Decline
5950,0.0291,588,High Risk,Decline
5951,0.3307,507,Very High Risk,Decline
5952,0.8627,434,Very High Risk,Decline
5953,0.362,503,Very High Risk,Decline
5954,0.2935,512,Very High Risk,Decline
5955,0.1648,534,Very High Risk,Decline
5956,0.1646,534,Very High Risk,Decline
5957,0.9133,419,Very High Risk,Decline
5958,0.2178,524,Very High Risk,Decline
5959,0.3562,504,Very High Risk,Decline
5960,0.1558,536,Very High Risk,Decline
5961,0.0567,568,Very High Risk,Decline
5962,0.2014,527,Very High Risk,Decline
5963,0.1523,537,Very High Risk,Decline
5964,0.4688,491,Very High Risk,Decline
5965,0.1874,529,Very High Risk,Decline
5966,0.121,544,Very High Risk,Decline
5967,0.2862,513,Very High Risk,Decline
5968,0.4189,497,Very High Risk,Decline
5969,0.3397,506,Very High Risk,Decline
5970,0.0811,557,Very High Risk,Decline
5971,0.0941,552,Very High Risk,Decline
5972,0.2225,523,Very High Risk,Decline
5973,0.6115,474,Very High Risk,Decline
5974,0.3431,506,Very High Risk,Decline
5975,0.148,538,Very High Risk,Decline
5976,0.3491,505,Very High Risk,Decline
5977,0.3638,503,Very High Risk,Decline
5978,0.1612,535,Very High Risk,Decline
5979,0.0912,553,Very High Risk,Decline
5980,0.2172,524,Very High Risk,Decline
5981,0.1215,544,Very High Risk,Decline
5982,0.0477,573,Very High Risk,Decline
5983,0.1185,545,Very High Risk,Decline
5984,0.1187,545,Very High Risk,Decline
5985,0.1166,546,Very High Risk,Decline
5986,0.0551,569,Very High Risk,Decline
5987,0.206,526,Very High Risk,Decline
5988,0.8211,443,Very High Risk,Decline
5989,0.5713,479,Very High Risk,Decline
5990,0.1434,539,Very High Risk,Decline
5991,0.6031,475,Very High Risk,Decline
5992,0.6428,470,Very High Risk,Decline
5993,0.5821,478,Very High Risk,Decline
5994,0.1982,527,Very High Risk,Decline
5995,0.412,497,Very High Risk,Decline
5996,0.2543,518,Very High Risk,Decline
5997,0.9388,408,Very High Risk,Decline
5998,0.0678,563,Very High Risk,Decline
5999,0.3314,507,Very High Risk,Decline
6000,0.1104,547,Very High Risk,Decline
6001,0.319,509,Very High Risk,Decline
6002,0.8807,429,Very High Risk,Decline
6003,0.0805,557,Very High Risk,Decline
6004,0.1532,536,Very High Risk,Decline
6005,0.0552,569,Very High Risk,Decline
6006,0.1119,547,Very High Risk,Decline
6007,0.0652,564,Very High Risk,Decline
6008,0.0774,559,Very High Risk,Decline
6009,0.107,548,Very High Risk,Decline
6010,0.282,514,Very High Risk,Decline
6011,0.038,580,High Risk,Decline
6012,0.0241,594,High Risk,Decline
6013,0.0525,571,Very High Risk,Decline
6014,0.1651,534,Very High Risk,Decline
6015,0.1768,532,Very High Risk,Decline
6016,0.9649,392,Very High Risk,Decline
6017,0.1383,540,Very High Risk,Decline
6018,0.2464,519,Very High Risk,Decline
6019,0.3327,507,Very High Risk,Decline
6020,0.2823,514,Very High Risk,Decline
6021,0.3664,503,Very High Risk,Decline
6022,0.0693,562,Very High Risk,Decline
6023,0.9109,420,Very High Risk,Decline
6024,0.2128,525,Very High Risk,Decline
6025,0.2654,516,Very High Risk,Decline
6026,0.5326,483,Very High Risk,Decline
6027,0.0402,579,Very High Risk,Decline
6028,0.1524,537,Very High Risk,Decline
6029,0.858,435,Very High Risk,Decline
6030,0.3384,506,Very High Risk,Decline
6031,0.039,580,High Risk,Decline
6032,0.8776,430,Very High Risk,Decline
6033,0.9423,407,Very High Risk,Decline
6034,0.0355,582,High Risk,Decline
6035,0.4931,488,Very High Risk,Decline
6036,0.1671,533,Very High Risk,Decline
6037,0.2316,522,Very High Risk,Decline
6038,0.1507,537,Very High Risk,Decline
6039,0.0328,585,High Risk,Decline
6040,0.6126,474,Very High Risk,Decline
6041,0.0721,561,Very High Risk,Decline
6042,0.9612,395,Very High Risk,Decline
6043,0.0248,593,High Risk,Decline
6044,0.1253,543,Very High Risk,Decline
6045,0.032,586,High Risk,Decline
6046,0.1978,528,Very High Risk,Decline
6047,0.961,395,Very High Risk,Decline
6048,0.1241,544,Very High Risk,Decline
6049,0.3147,510,Very High Risk,Decline
6050,0.5339,483,Very High Risk,Decline
6051,0.0774,559,Very High Risk,Decline
6052,0.063,565,Very High Risk,Decline
6053,0.0898,554,Very High Risk,Decline
6054,0.5684,479,Very High Risk,Decline
6055,0.1589,535,Very High Risk,Decline
6056,0.1823,530,Very High Risk,Decline
6057,0.48,489,Very High Risk,Decline
6058,0.1955,528,Very High Risk,Decline
6059,0.0972,551,Very High Risk,Decline
6060,0.2888,513,Very High Risk,Decline
6061,0.0497,572,Very High Risk,Decline
6062,0.1643,534,Very High Risk,Decline
6063,0.2798,514,Very High Risk,Decline
6064,0.8794,430,Very High Risk,Decline
6065,0.9688,388,Very High Risk,Decline
6066,0.9282,413,Very High Risk,Decline
6067,0.3388,506,Very High Risk,Decline
6068,0.0947,552,Very High Risk,Decline
6069,0.2465,519,Very High Risk,Decline
6070,0.5563,481,Very High Risk,Decline
6071,0.4874,489,Very High Risk,Decline
6072,0.3413,506,Very High Risk,Decline
6073,0.2912,513,Very High Risk,Decline
6074,0.2441,520,Very High Risk,Decline
6075,0.2879,513,Very High Risk,Decline
6076,0.8727,432,Very High Risk,Decline
6077,0.6228,473,Very High Risk,Decline
6078,0.3878,500,Very High Risk,Decline
6079,0.3686,503,Very High Risk,Decline
6080,0.1718,533,Very High Risk,Decline
6081,0.2637,517,Very High Risk,Decline
6082,0.2314,522,Very High Risk,Decline
6083,0.1341,541,Very High Risk,Decline
6084,0.7714,452,Very High Risk,Decline
6085,0.1177,545,Very High Risk,Decline
6086,0.2234,523,Very High Risk,Decline
6087,0.6138,474,Very High Risk,Decline
6088,0.3023,511,Very High Risk,Decline
6089,0.1428,539,Very High Risk,Decline
6090,0.9353,410,Very High Risk,Decline
6091,0.0676,563,Very High Risk,Decline
6092,0.1318,542,Very High Risk,Decline
6093,0.6457,470,Very High Risk,Decline
6094,0.4717,490,Very High Risk,Decline
6095,0.6448,470,Very High Risk,Decline
6096,0.3504,505,Very High Risk,Decline
6097,0.3819,501,Very High Risk,Decline
6098,0.2586,518,Very High Risk,Decline
6099,0.398,499,Very High Risk,Decline
6100,0.0618,566,Very High Risk,Decline
6101,0.0702,562,Very High Risk,Decline
6102,0.4868,489,Very High Risk,Decline
6103,0.1607,535,Very High Risk,Decline
6104,0.8773,430,Very High Risk,Decline
6105,0.4935,488,Very High Risk,Decline
6106,0.8952,425,Very High Risk,Decline
6107,0.2113,525,Very High Risk,Decline
6108,0.2167,524,Very High Risk,Decline
6109,0.4567,492,Very High Risk,Decline
6110,0.0513,571,Very High Risk,Decline
6111,0.4335,495,Very High Risk,Decline
6112,0.7034,462,Very High Risk,Decline
6113,0.1717,533,Very High Risk,Decline
6114,0.0891,554,Very High Risk,Decline
6115,0.1249,543,Very High Risk,Decline
6116,0.1937,528,Very High Risk,Decline
6117,0.8416,439,Very High Risk,Decline
6118,0.1528,537,Very High Risk,Decline
6119,0.1668,534,Very High Risk,Decline
6120,0.1492,537,Very High Risk,Decline
6121,0.2511,519,Very High Risk,Decline
6122,0.2945,512,Very High Risk,Decline
6123,0.2331,521,Very High Risk,Decline
6124,0.9251,415,Very High Risk,Decline
6125,0.2188,524,Very High Risk,Decline
6126,0.4633,491,Very High Risk,Decline
6127,0.1829,530,Very High Risk,Decline
6128,0.07,562,Very High Risk,Decline
6129,0.5434,482,Very High Risk,Decline
6130,0.0824,557,Very High Risk,Decline
6131,0.9276,414,Very High Risk,Decline
6132,0.7503,455,Very High Risk,Decline
6133,0.0388,580,High Risk,Decline
6134,0.2455,520,Very High Risk,Decline
6135,0.3188,509,Very High Risk,Decline
6136,0.7168,460,Very High Risk,Decline
6137,0.9031,423,Very High Risk,Decline
6138,0.1063,549,Very High Risk,Decline
6139,0.1655,534,Very High Risk,Decline
6140,0.1655,534,Very High Risk,Decline
6141,0.1305,542,Very High Risk,Decline
6142,0.2172,524,Very High Risk,Decline
6143,0.2476,519,Very High Risk,Decline
6144,0.7371,457,Very High Risk,Decline
6145,0.6095,474,Very High Risk,Decline
6146,0.4126,497,Very High Risk,Decline
6147,0.2781,515,Very High Risk,Decline
6148,0.9463,404,Very High Risk,Decline
6149,0.7668,453,Very High Risk,Decline
6150,0.0317,586,High Risk,Decline
6151,0.2911,513,Very High Risk,Decline
6152,0.3802,501,Very High Risk,Decline
6153,0.0352,583,High Risk,Decline
6154,0.235,521,Very High Risk,Decline
6155,0.0434,576,Very High Risk,Decline
6156,0.201,527,Very High Risk,Decline
6157,0.0693,562,Very High Risk,Decline
6158,0.1736,532,Very High Risk,Decline
6159,0.0342,584,High Risk,Decline
6160,0.1411,539,Very High Risk,Decline
6161,0.1692,533,Very High Risk,Decline
6162,0.3565,504,Very High Risk,Decline
6163,0.5375,483,Very High Risk,Decline
6164,0.5831,477,Very High Risk,Decline
6165,0.1987,527,Very High Risk,Decline
6166,0.1462,538,Very High Risk,Decline
6167,0.299,512,Very High Risk,Decline
6168,0.0438,576,Very High Risk,Decline
6169,0.1041,549,Very High Risk,Decline
6170,0.0909,554,Very High Risk,Decline
6171,0.2376,521,Very High Risk,Decline
6172,0.7934,448,Very High Risk,Decline
6173,0.0313,586,High Risk,Decline
6174,0.0582,567,Very High Risk,Decline
6175,0.5081,486,Very High Risk,Decline
6176,0.9321,412,Very High Risk,Decline
6177,0.4399,494,Very High Risk,Decline
6178,0.4223,496,Very High Risk,Decline
6179,0.2898,513,Very High Risk,Decline
6180,0.0233,595,High Risk,Decline
6181,0.6314,472,Very High Risk,Decline
6182,0.3851,501,Very High Risk,Decline
6183,0.107,548,Very High Risk,Decline
6184,0.9476,404,Very High Risk,Decline
6185,0.3116,510,Very High Risk,Decline
6186,0.142,539,Very High Risk,Decline
6187,0.1197,545,Very High Risk,Decline
6188,0.1013,550,Very High Risk,Decline
6189,0.4861,489,Very High Risk,Decline
6190,0.0499,572,Very High Risk,Decline
6191,0.9041,422,Very High Risk,Decline
6192,0.0749,560,Very High Risk,Decline
6193,0.1061,549,Very High Risk,Decline
6194,0.2474,519,Very High Risk,Decline
6195,0.2615,517,Very High Risk,Decline
6196,0.1417,539,Very High Risk,Decline
6197,0.6122,474,Very High Risk,Decline
6198,0.1471,538,Very High Risk,Decline
6199,0.0721,561,Very High Risk,Decline
6200,0.0638,565,Very High Risk,Decline
6201,0.2772,515,Very High Risk,Decline
6202,0.4881,489,Very High Risk,Decline
6203,0.184,530,Very High Risk,Decline
6204,0.0292,588,High Risk,Decline
6205,0.2879,513,Very High Risk,Decline
6206,0.1874,529,Very High Risk,Decline
6207,0.0687,562,Very High Risk,Decline
6208,0.1018,550,Very High Risk,Decline
6209,0.4334,495,Very High Risk,Decline
6210,0.1226,544,Very High Risk,Decline
6211,0.9567,398,Very High Risk,Decline
6212,0.0608,566,Very High Risk,Decline
6213,0.48,489,Very High Risk,Decline
6214,0.1118,547,Very High Risk,Decline
6215,0.1413,539,Very High Risk,Decline
6216,0.4504,493,Very High Risk,Decline
6217,0.1128,547,Very High Risk,Decline
6218,0.6145,474,Very High Risk,Decline
6219,0.9639,392,Very High Risk,Decline
6220,0.2045,526,Very High Risk,Decline
6221,0.1291,542,Very High Risk,Decline
6222,0.1605,535,Very High Risk,Decline
6223,0.0853,556,Very High Risk,Decline
6224,0.1195,545,Very High Risk,Decline
6225,0.1291,542,Very High Risk,Decline
6226,0.0967,552,Very High Risk,Decline
6227,0.5457,482,Very High Risk,Decline
6228,0.6824,465,Very High Risk,Decline
6229,0.2689,516,Very High Risk,Decline
6230,0.6752,466,Very High Risk,Decline
6231,0.1147,546,Very High Risk,Decline
6232,0.173,532,Very High Risk,Decline
6233,0.2732,515,Very High Risk,Decline
6234,0.234,521,Very High Risk,Decline
6235,0.2163,524,Very High Risk,Decline
6236,0.156,536,Very High Risk,Decline
6237,0.4605,492,Very High Risk,Decline
6238,0.7438,456,Very High Risk,Decline
6239,0.1601,535,Very High Risk,Decline
6240,0.2712,516,Very High Risk,Decline
6241,0.2877,513,Very High Risk,Decline
6242,0.3141,510,Very High Risk,Decline
6243,0.3813,501,Very High Risk,Decline
6244,0.3408,506,Very High Risk,Decline
6245,0.2783,515,Very High Risk,Decline
6246,0.0632,565,Very High Risk,Decline
6247,0.0441,576,Very High Risk,Decline
6248,0.1315,542,Very High Risk,Decline
6249,0.0477,573,Very High Risk,Decline
6250,0.5146,485,Very High Risk,Decline
6251,0.025,593,High Risk,Decline
6252,0.8347,440,Very High Risk,Decline
6253,0.1978,528,Very High Risk,Decline
6254,0.3334,507,Very High Risk,Decline
6255,0.3295,508,Very High Risk,Decline
6256,0.0951,552,Very High Risk,Decline
6257,0.5484,482,Very High Risk,Decline
6258,0.9382,409,Very High Risk,Decline
6259,0.1573,536,Very High Risk,Decline
6260,0.1108,547,Very High Risk,Decline
6261,0.1709,533,Very High Risk,Decline
6262,0.1019,550,Very High Risk,Decline
6263,0.0327,585,High Risk,Decline
6264,0.3191,509,Very High Risk,Decline
6265,0.1437,539,Very High Risk,Decline
6266,0.5914,476,Very High Risk,Decline
6267,0.2861,514,Very High Risk,Decline
6268,0.154,536,Very High Risk,Decline
6269,0.8339,441,Very High Risk,Decline
6270,0.373,502,Very High Risk,Decline
6271,0.5343,483,Very High Risk,Decline
6272,0.2768,515,Very High Risk,Decline
6273,0.5809,478,Very High Risk,Decline
6274,0.0937,553,Very High Risk,Decline
6275,0.1549,536,Very High Risk,Decline
6276,0.054,570,Very High Risk,Decline
6277,0.8982,424,Very High Risk,Decline
6278,0.0288,589,High Risk,Decline
6279,0.2106,525,Very High Risk,Decline
6280,0.1013,550,Very High Risk,Decline
6281,0.5445,482,Very High Risk,Decline
6282,0.6211,473,Very High Risk,Decline
6283,0.1273,543,Very High Risk,Decline
6284,0.2869,513,Very High Risk,Decline
6285,0.1494,537,Very High Risk,Decline
6286,0.2628,517,Very High Risk,Decline
6287,0.8941,426,Very High Risk,Decline
6288,0.1247,543,Very High Risk,Decline
6289,0.1138,546,Very High Risk,Decline
6290,0.1688,533,Very High Risk,Decline
6291,0.5091,486,Very High Risk,Decline
6292,0.0738,560,Very High Risk,Decline
6293,0.8172,444,Very High Risk,Decline
6294,0.0306,587,High Risk,Decline
6295,0.0909,554,Very High Risk,Decline
6296,0.3432,506,Very High Risk,Decline
6297,0.1439,539,Very High Risk,Decline
6298,0.3822,501,Very High Risk,Decline
6299,0.6647,467,Very High Risk,Decline
6300,0.5596,480,Very High Risk,Decline
6301,0.6111,474,Very High Risk,Decline
6302,0.169,533,Very High Risk,Decline
6303,0.2086,526,Very High Risk,Decline
6304,0.8366,440,Very High Risk,Decline
6305,0.2206,524,Very High Risk,Decline
6306,0.8601,435,Very High Risk,Decline
6307,0.3074,511,Very High Risk,Decline
6308,0.4084,498,Very High Risk,Decline
6309,0.5293,484,Very High Risk,Decline
6310,0.293,513,Very High Risk,Decline
6311,0.0678,563,Very High Risk,Decline
6312,0.5326,483,Very High Risk,Decline
6313,0.0224,596,High Risk,Decline
6314,0.135,541,Very High Risk,Decline
6315,0.2549,518,Very High Risk,Decline
6316,0.1393,540,Very High Risk,Decline
6317,0.2831,514,Very High Risk,Decline
6318,0.0937,553,Very High Risk,Decline
6319,0.4958,488,Very High Risk,Decline
6320,0.9581,397,Very High Risk,Decline
6321,0.3323,507,Very High Risk,Decline
6322,0.1526,537,Very High Risk,Decline
6323,0.2186,524,Very High Risk,Decline
6324,0.2542,518,Very High Risk,Decline
6325,0.0819,557,Very High Risk,Decline
6326,0.1251,543,Very High Risk,Decline
6327,0.0629,565,Very High Risk,Decline
6328,0.7658,453,Very High Risk,Decline
6329,0.1288,542,Very High Risk,Decline
6330,0.4197,496,Very High Risk,Decline
6331,0.3174,509,Very High Risk,Decline
6332,0.8404,439,Very High Risk,Decline
6333,0.0387,580,High Risk,Decline
6334,0.2093,525,Very High Risk,Decline
6335,0.211,525,Very High Risk,Decline
6336,0.9417,407,Very High Risk,Decline
6337,0.8839,429,Very High Risk,Decline
6338,0.3797,501,Very High Risk,Decline
6339,0.2251,523,Very High Risk,Decline
6340,0.1793,531,Very High Risk,Decline
6341,0.0571,568,Very High Risk,Decline
6342,0.4007,499,Very High Risk,Decline
6343,0.8734,431,Very High Risk,Decline
6344,0.0351,583,High Risk,Decline
6345,0.6842,465,Very High Risk,Decline
6346,0.0919,553,Very High Risk,Decline
6347,0.6195,473,Very High Risk,Decline
6348,0.2023,527,Very High Risk,Decline
6349,0.828,442,Very High Risk,Decline
6350,0.1752,532,Very High Risk,Decline
6351,0.8631,434,Very High Risk,Decline
6352,0.2059,526,Very High Risk,Decline
6353,0.1247,543,Very High Risk,Decline
6354,0.0505,572,Very High Risk,Decline
6355,0.2553,518,Very High Risk,Decline
6356,0.1713,533,Very High Risk,Decline
6357,0.0341,584,High Risk,Decline
6358,0.0587,567,Very High Risk,Decline
6359,0.0369,581,High Risk,Decline
6360,0.279,515,Very High Risk,Decline
6361,0.1985,527,Very High Risk,Decline
6362,0.6816,465,Very High Risk,Decline
6363,0.7422,457,Very High Risk,Decline
6364,0.4753,490,Very High Risk,Decline
6365,0.5111,486,Very High Risk,Decline
6366,0.1018,550,Very High Risk,Decline
